Complaint ID,Date Received,Banking Product,Department,Issue ID,Complaint Description,State,ZIP,Bank Response
CID25398618,,Money transfers,Remittance,I_1509084,recently daughter settled house purchasing selling behalf parent estate nowdeceased father reverse mortgage so essentially daughter refinanced home name throughout process daughter obtaining loan financial lender reverse mortgage company s attorney pursued foreclosure process attempting take property without knowledge estate reverse mortgage company made highly unusual payment tax property personal representative estate also paid tax later informed title company tax current xxxx xxxx overage would settled day closing however instead title company xxxx xxxx xxxx xxxx xxxx xxxx maryland xxxx remitting check due back seller behalf estate xxxx xxxx xxxx illegally credited reverse mortgage company money including part estate paid email message reverse mortgage company requesting refund due estate copied title company title company s representative rude responding message however rude response state money iswas due seller xxxx xxxx representing xxxx xxxx xxxx used position company require daughter send money xxxx xxxx order close desired property also used position illegally falsify document order credit reverse mortgage company finally made unauthorized wire fund reverse mortgage company due sellerestate action xxxx xxxx company andor s representative lead question many time falsified document hope anticipation seller buyer s lack knowledge please address current issue xxxx xxxx company additionally audit previous record dealing conducted,Maryland,,Closed with explanation
CID37859228,1/4/2023,Mortgage,Mortgage,I_2798358,late mortgage payment decided sell property however xxxx tax lien hold trying clear form irs lien hold house finally fixed issue buyer buy house is lender well fargo cooperative taking long process plus put foreclosure status willing extend due date xxxx xxxx xxxx top holiday,Arizona,850XX,Closed with explanation
,1/4/2023,Mortgage,Mortgage,I_4197360,requested payoff quote fax certified mail <NUM><NUM> day ago provide,,,Closed with non-monetary relief
CID68488524,1/4/2023,Mortgage,Mortgage,I_4197360,seneca mortgage servicing xxxx xxxx xxxx xxxx ny xxxx request seneca stop collecting pmi refund paid pmi mortgage loan xxxx transfered xxxx xxxx xxxx xxxx xxxx xxxx xxxx xxxx xxxx xxxx xxxx xxxx according promissory note reduced escrow collection xx<NUM><NUM><NUM> <NUM><NUM><NUM><NUM> period xxxx xxxx eliminated private mortgage insurance pmi annual escrow account disclosure statement sent u xxxx xxxxxxxxxxxx effective xxxxxxxxxxxx monthly payment <NUM><NUM><NUM><NUM><NUM> shortly thereafter xxxx transferred servicing right seneca mortgage servicing llc xxxx xxxx seneca confirmed transfer wrote nothing would change loan paid monthly <NUM><NUM><NUM><NUM><NUM> monthly seneca look mortgage statement xxxx xxxx but later began send letter payment without reason added pmi promissory note increased every four month monthly payment remark request stop increasing monthly payment seneca ignored pmi included promissory note seneca right take this letter xxxx xxxx xxxx explaned also entitled refund pmi paid seneca ignored satisfied request case would according arizona department financial institution subject court letter contacted xxxx xxxx loan giverinvestor help u xxxx xxxx never got answer seneca pressed seneca stop increasing monthly payment xxxx asked return irregular taken money added pmi loan never got answer them xxxx got letter seneca seneca soldtransfered loan xxxx mortgage llc look letter xxxxxxxxxxxx probably avoid following consequence contacted xxxx xxxx xxxx xxxx xxxx many time could anything between xxxx asked payment loan never want talk u wanted late payment sent payment month xxxx xxxx never depth never late payment fact seneca took money u added pmi since xxxx xxxx xxxx xxxx need money back reduction loan,Arizona,850XX,Closed with explanation
CID36515712,1/4/2023,Debt collection,Loans,I_3714444,first communication received debt collector court summons delivered mother law home received summons hand week later her summons stated alledgedly owed money debt collector advisement right dispute debt <NUM><NUM> day demand debt collector validate debt attempted demand validation debt online research sent certified letter <NUM> day ago xxxx xxxx xxxx post office told today xxxx xxxx xxxx approximately xxxx xxxx certified letter attempted delivered xxxx xxxx xxxx <NUM> day mailed accepted debt collector today xxxx xxxx xxxx withoyut knowledge information sufficient form opinion truth accuracy claim based deny generally specifically claim debt collector,Indiana,474XX,Closed with explanation
CID57654866,1/4/2023,Credit reporting,Credit Reports,I_9082488,xxxx wrongfully placed account collection xxxx indicated owed xx<NUM><NUM><NUM><NUM> water bill xxxx absolutely false bill good standing upon leaving company bulldogged bullied leaving property initiated eviction rent paid time elite home management placed account collection national credit system would like account removed collection immediately attached full documentation account paid full additionally xxxx kept deposit would like request deposit returned left property good standing never late paying monthly rent please see attached documentation furthermore claim xxxx stating owe monies water bill false amount started xxxx xxxx account never placed name started balance <NUM><NUM><NUM><NUM><NUM> xxxx presented false document court order evicted property m requesting immediately removed credit report handled outside credit reporting agency claim false,Georgia,300XX,Closed with explanation
CID52133207,1/4/2023,Credit reporting,Credit Reports,I_6755222,unable obtain free equifax credit report score online equifax provide report score data either request free credit report xxxx message say equifax unable provide must send documentation prove right see report want multiple hardcopies personal identity document order release credit report,Georgia,,Closed with non-monetary relief
CID65504934,,Credit reporting,Credit Reports,I_9082488,hired xxxx many attempt requesting loan information home equity loan xxxx xxxx xxxx xxxx federal xxxx failed respond provide requested information xxxx xxxx removed account completely experien disputing find anything wrong resubmitted dispute investing contacting furnisher xxxx xxxx also reported illegal update stating account open revolving line credit recently interferred first saving denial home refinance application asked intend pay xxxx xxxx illegally closed home sheriff sale continue abuse punishing credit history control way living xxxx xxxx real estate xxxx xxxx recently said like therefore sell home brother right home owner simply transfer title beginning,Pennsylvania,189XX,Closed with explanation
,,Student loan,Loans,,xxxx university xxxx pamy monthly payment much afford nt anymore forbearance deferment time left going back school xxxx <NUM> month school deferment left navient suggested lean cosigner cant afford help day well go default mortgage make payment,California,,Closed with explanation
,1/4/2023,Student loan,Loans,I_8001028,attended xxxx forced take xxxx loan attend school take <NUM>xx<NUM><NUM><NUM><NUM> loan <NUM><NUM><NUM> interest rate make <NUM><NUM><NUM><NUM><NUM> payment attended school enrolled xxxxxxxx xxxxxxxx told former classmate received reduction balance curious criterion receive reduction,Michigan,488XX,Closed with explanation
CID59968578,1/4/2023,,Loans,,gave vehicle away signed bill sale turned release liability dmv <NUM> plus year report xxxx xxxx dollar debt vehicle impoundedi contacted reporting person told party followed responsible even though xxxx couldnt find record owning vehiclei tried working company providing info could even though dmv wasnt able find name attached vehicle refused investagate anything,California,953XX,Closed with explanation
CID37930714,,Credit reporting,Credit Reports,I_9082488,received several letter xxxx xxxx xxxx xxxx xxxx agreeing remove account experian credit file fax letter experian multiple time information still reporting credit file concern consumer honest different situation go credit agency seem like still get xxxx case communicating credit agency trying stay top thing one representative state received document talk another claim nt receive anything,,206XX,Closed with explanation
CID62969782,,Mortgage,Mortgage,I_5155996,filed complain chase mortgage xxxxxxxx filed complain contacted approximately one week before began getting disturbing letter them attached letter feel harrassing complaint never gotten letter like chase mortgage before ask sell house never asked loan know anything short sale call regard anything remoting pertaining that called xxxx xxxx xxxx xxxxxxxx evening complaint asked question situation responded told get back xxxxxxxx call back received call xxxxxxxx told found documentation show chase paid xx<NUM><NUM><NUM><NUM><NUM> credit card loan xxxxxxxx told happen never ran credit card amount money life xxxx credit card said may forgotten may want pull credit report show credit report told call bank xxxx xxxx credit union credit report show pay off told impossible never put much credit credit card life continued insist remember felt forcing admit something do sure pulled credit report give chase permission authorize do asked fax copy documentation discovered refused told way faxing email ing information would send mail consumer protection concerning kind behavior especially mortgage loan chase type people giving access information kept asking documentation loan kept telling otherwise would called them harassment must stop,Maryland,207XX,Closed with explanation
,1/4/2023,Credit reporting,Credit Reports,I_9082488,hello never make change address live xxxx xxxx xxxx xxxx xxxx xxxx ny xxxx confused daughter information move xxxx xxxx xxxx make mistake pistal office request mail address didnt mark individual clarifing bank also call credit card send bill address sorry inconvenience thanks much,New York,104XX,Closed with non-monetary relief
CID79155955,1/4/2023,,Loans,I_3714444,year ago first harassed issue asked send application form signed understood would charged extra pet damage since already paid additional every month pet would covered damage also wanted photo damage property manager told one would available walk left apartment whole thing seems like scam get money never contacted requested information,,201XX,
CID93823619,1/5/2023,Mortgage,Mortgage,I_5155996,xxxx previous case numbersince last written complaint nationstar approved hamp originally agreed take ex husband give interest rate offered aurora bank payment went version hamp told ex husband loan would removed new hamp so order get ex husband loan agreed signed hamp received hamp paperwork shocked dismayed ex husband still paperwork got higher interest rate upon calling rep explained would attach divorce decree quit claim deed property quit claimed solely ex husband would remove name loan so signed returned paperwork regardless higher rate attain end attaching email nationstar rep stating name would removed signed paperwork ex husband name without signature nationstar signed recorded document see attached ex husband served lawsuit making payment ruined credit taking loan called nationstar said remove name loan even paperwork signed proof sent written email company come find fraudulently manipulated credit report show late payment never occured putting payment suspense account payment time copy cancelled check prove so admitted manipulation credit report however also affected ex husband credit report fraudulent action affected ex husband well understand federal offense xxxx year process accepted aurora offer <NUM> taking ex husband name loan upon sale loan nationstar claim lost paperwork funny said lost yet accepted modified payment said lost xxxx start process again hire xxxx attorney try straighten mess one defend husband lawsuit make nationstar said writing still going back forth nationstar said xxxx would like verify last sentence may contact ex father law supply name number requested,Georgia,305XX,Closed with explanation
CID77200194,1/5/2023,Consumer Loan,Loans,I_7008174,leased vehicle xxxxxxxx authorized dealer state nevada lease purchase xxxxxxxx xxxx xxxx total amount <NUM><NUM><NUM><NUM><NUM><NUM><NUM> lease <NUM><NUM> month payment payment amount month <NUM><NUM><NUM><NUM><NUM> one year making payment requested buyout amount information received buyout total <NUM><NUM><NUM><NUM><NUM><NUM><NUM> called ally auto asking buyout original purchase price answer payment paid deduct lease amount surprise lease residual <NUM><NUM> purchase price lease payment considered rent payment ve lease bank never experienced payment make deduct purchase price ally refusing correct based guideline lease practice able exchange car better lease term trading car another lease loan upside situation could please help matter,California,,Closed with explanation
,1/5/2023,,Mortgage,,present mortgage identified one loan created xxxx xxxx xxxx xx<NUM><NUM> major contributor mortgage industry financial downfall xxxx xxxx sold transfer mortgage aurora loan service declared bankruptcy sold bad paper held nationstar mortgage llc xxxx tx interest rate reverted back <NUM><NUM> upon end nationstar labeled modification paperwork <NUM> year <NUM> told loan modification forbearance situation changed since housing industry problem still fixed income afford high interest rate danger losing home,Georgia,305XX,Closed with explanation
CID81684974,1/5/2023,Credit reporting,,I_2046437,xxxx veteran fallen told ambulance driver take va hospital said kill there spoken xxxx xxxx supposed taken off unable get experian take off company bought lien xxxx supposed taken care filed bankruptcy xxxxxxxx trying keep house foreclosure xxxx company never heard sent certified letter telling <NUM> day come xxxx xxxx loan making payment since xxxxxxxx going close xxxx xxxx interest <NUM><NUM> paid xxxx mortgage xxxxxxxx never contacted me ripped attorney xxxx tried putting another chapter xxxx xxxx kept xxxx legal aid xxxx xxxx xxxx month <NUM> month s told nt jurisdiction texas took <NUM> month get money back xxxx took xxxx month <NUM> <NUM> month s told could nt help telling lie received money anything showing me never went bankruptcy say stay credit report <NUM> year credit score cost xxxx nt know able destroy you xxxx never credit report <NUM> day keep house,,791XX,Closed with non-monetary relief
CID72752536,,Mortgage,Mortgage,,quicken loan fraudulent claim get refinance them va loan husband served country xx year taken advantage lied someone could make dollar lending agent quicken loan specifically told u payment would applied loan every two week paid held suspense loan cleared became aware fact fund automatically taken account indeed held suspense full monthly payment collected plus extra xxxx month fund held date payment due loan previously done way emphatic payment applied every two week end result paid xxxx closing fee get exactly thing before auto deducting payment every <NUM><NUM> day holding due date getting credit interest paying every two week paying early paying extra monthly directly mislead fund would credited order claim xxxx closing fee complained ql told retrained lender tell people unable anything u requested refund fee charged gain business lying u told problem could refund money xxxx xxxx xxxxxxxxxxxx,Louisiana,700XX,Closed with explanation
CID50360522,,Debt collection,Loans,I_5455278,winn law group continues pursue debt charged xxxxxxxxi asked stop calling harassing threatened file judgement continue collection effort let know california state law prohibits collection activity <NUM> year,,956XX,Closed with explanation
,,Credit card,Credit Cards,I_7585980,hello dear cfpb want share experience complaint regarding unfair bias way treated u bank employee specially xxxx xxxx fraud department xxxx xxxx xxxxxxxx received offer u bank apply cash plus visa signature card lit bit thought decided apply relationship u bank wanted start card lot reward perk applying application went directly fraud department really weird surprised me making long story short contacted u bank welcomed rude disrespectful person name xxxx xxxx beginning start accusing take card spend never pay back even though exceptional credit m responsible borrower used <NUM> percent total available credit never late best never delinquent negative mark credit xxxx xxxx start making assumption im high risk available credit nt balance xxxx day might take credit available spend never pay back great job great credit treated biased nt afraid use word maybe even discriminated ask politely speak supervisor nt wanted transfer saying behalf supervisor supposedly would tell thing pressing finally transfered left message never got back couple day later received letter reason application denial completely false reason attached see also im happy send updated credit bureau xxxx xxxx shos exceptional credit credit rated xxxx score xxxx denied credit based false injustice reason im giving consent please investigate know true behalf dear consumer financial protection bureau process unfair biased im sure clear name credit card application suppose fraud department first place please assist find justice credit equal access credit based type xxxx religion national origination based fact fact stated exceptional credit great job income still application go fraud department resaon thank much,California,912XX,Closed with explanation
CID92869314,1/5/2023,,Credit Reports,I_9082488,experian told investigated account xxxx xxxx xxxx speaking original creditor xxxx xxxx xxxx credit bureau remove false information credit report experian refused remove information,Alabama,352XX,Closed with non-monetary relief
CID98635503,,Debt collection,Loans,,called cell phone first national debt inc told owed xx<NUM><NUM><NUM> debt incurred xxxxxxxx xxxx debt never resolved time returned home xxxx found debt xxxx xxxx longer bank moved something website number recording find xxxx xxxx bought another bank debt came xxxxxxxx xxxxxxxx xxxx xxxxxxxx xxxx xxxxxxxx debt nine year old,California,921XX,
CID60866221,1/5/2023,,Mortgage,I_2806126,received exceptional service lender anger comlain,District of Columbia,200XX,
CID78278495,1/5/2023,,Mortgage,I_2798358,recently denied settlement counteroffer heloc lien held property address please know known lien would ve continued pay past three year unfortunately misinformed usaa employee bankruptcy department xxxx xxxx xxxx reason reached usaa order continue making monthly heloc payment reason ceased due filing chapter xxxx bankruptcy earlier year bankruptcy discharged reached usaa continue payment xxxx advises since heloc nt reaffirmed voluntary payment longer necessary also advised originally xxxx xxxx xxxx home mortgageusaa heloc included chapter xxxx bankruptcy xxxx xxxx xxxx agreed loan modification filed complaint u treasury again stated nt pay anything also advised d longer receive paper statement would online access statement xxxx xxxx decided put house market order prepare xxxx son s future know ll living u remainder life wanted find house full basement could eventually modified inlaw type suite containing bedroom full bathroom kitchen well washerdryer order u xxxx work independent living skill order prepare become truly independent young man house sold <NUM> day preparing closing document precloser advises s lien usaa house attorney review bankruptcy said usaa <NUM>nd mtg discharged bankruptcy lien avoidance order filed need either release usaa quitclaim deed cancellation etc record closing need lien avoidance bankrtupcy court need xxxx clear title proceed closing xxxx xxxx xxxx called usaa speaking xxxx different department m transferred ext xxxx spoke xxxx inquiring lien release advised lien release would occur balance xx<NUM><NUM><NUM><NUM><NUM> paid full explained conversation bankruptcy department xxxx xxxx advised nt involved conversation nt know told asked sort negotiated amount advised s member assistance program faxed application filled documentation including hardship letter faxed request xxxx xxxx xxxx receive call xxxx xxxx m certain s xxxx m spoke xxxx xxxx stating seemed wanted request settlement option sell short advised correct advised house contract closing date xxxx xxxx advised usaa legally <NUM><NUM> day make decision now request incomplete asked mortgage loan payoff bac paystubs item faxed xxxx xxxx xxxx closing date moved xxxx xxxx xxxx also agree pay buyer s rent month xxxx xxxx xxxx xxxx received email xxxx xxxx stating usaa rejected settlement offer xxxx xxxx xxxx submitted counteroffer rejected spoke xxxx xxxx xxxx xxxx xxxx clarification advised since sufficient equity house cover lien counter rejected full loan amount expected u order lift lien,,301XX,
CID74922765,1/5/2023,Debt collection,Loans,,hunter warfield unable provide proper documentation validating account seeking immediate action remove inaccurate negative information permanently credit report asked company send verification original lease received copy lease without signature xxxxxxxxxxxxxxxx sent validation letter xxxxxxxx xxxxxxxx company provide proper validation yet received response company constantly called personal phone line prohibited state texas account effecting negatively xxxx credit reporting agency already notified xxxx credit bureau regarding issue,Texas,757XX,Closed with explanation
CID20586858,1/5/2023,,Credit Reports,,dear experian overly confused correspondence receiving bureau xxxx bureau also lot item reporting inaccuracy bureau verified account nt understand disputing process work perform it believe something wrong end again writing dispute following item deleted credit report soon possible xxxx xxxx xxxx xxxx xxxx fcra request investigation account type name number match document please abolish account s error xxxx xxxx xxxx xxxx please run full investigation collection including account name account number type collection delete collection s mistake match record,New Jersey,077XX,Closed with non-monetary relief
CID41593229,1/5/2023,Debt collection,Loans,I_3548489,xxxx xxxx xxxx xxxx xxxx xxxx xxxx xxxx report false information fair collection out responded fair collection out asking validate debt response sent document list charge xxxx xxxx xxxx xxxx xxxx say owe called explained proper validation debt refused validate debt properly placed information credit report collection fco violation texas property code secxxxx fraudulent deceptive misleadingrepresentations xxxx failing maintain list business orprofessional name known used formerly used person collecting consumer debt attempting collect consumer debt debt collector fco listing name client xxxx failing disclose clearly communicationwith debtor name person debt assigned owed making demand moneythis collection apartment complex order properly validate debt fco required texas property code obtain information includes copy lease itemized charge diligence find new tenant appropriate date proof new tenant moving unit xxxx xxxx using written communication fails toindicate clearly name debt collector debtcollector s street address post office box telephone number written notice refers delinquent consumer debtno information xxxx xxxx xxxx xxxx xxxx listed verification debt letter sent fco owe company money,Texas,,
CID12433599,1/5/2023,Student loan,Loans,I_8001028,lender nelnet federal student loan choose company rather assigned me applied recently refinance another company denied good credit never missed payment past year multiple case payment amount due change without notifcation include payment due amount matching statement matching email site increasing month month graduated repayment plan supposed increase every <NUM> year monthly addition reached clarification question change increase company helpful explain difference reasoning me nt feel like money safe company nt feel comfortable ever changing payment amount hard budget feel confident pay monthly payment never plan due amount change even quickly day due,North Carolina,282XX,Closed with explanation
CID88445687,,Debt collection,Loans,I_5289757,additionally believe scam real debt called xxxxxxxx left voice mail xxxx stated xxxx xxxx licensed courier xxxx xxxx court order xxxx xxxx last xxxx social security ending xxxx holding documentation clearly state dispatch residence place employment service paperwork however grant next <NUM><NUM> hour contact filing party obtain voluntary statement consent well opportunity place stop order service telephone company xxxx xxxx calling reference pending docket xxxx,North Carolina,287XX,Closed with explanation
CID36712275,1/6/2023,Debt collection,Loans,,never sent bill medical debt xxxx <NUM><NUM><NUM><NUM><NUM> credit report xxxx year old xxxx medical assistance mental health issue asked collection agency interstate credit collection agency send proof financial obligation refused unless gave financial information would like removed credit report wo nt even tell even sure real denied private loan college credit card humiliated,Pennsylvania,193XX,Closed with explanation
CID71973971,1/6/2023,Credit reporting,Credit Reports,I_2046437,mailed letter followed instruction precisely included copy driver license proof social security number proof address along letter asking investigation numerous issue two month ago responded me,Texas,,Closed with explanation
CID26062803,1/6/2023,,Credit Cards,I_8471826,gone well fargo bank lived xxxx xxxx california lost debit card teller meet one manager desk tried talk college credit card told nt want another credit card thank needed replacement debit card two week later received credit card debit card mail aggravated worked xxxx job taking xxxx unit college nt time go bank sit phone right away cancel card within couple week small overdraft went strait onto credit card point knew going show credit report trying keep revolving credit low since trying pay card close account cause late payment devstaing creidt blocked buying home dreamsthis card nothing headache affecting ability get home new car good rate haunting little now gone bank since told teller stated would call bank shocked someone could nt even want fire guy work day went pointed teller said call xxxx,New York,131XX,Closed with explanation
CID21231249,1/6/2023,Bank account or service,Others,I_6079357,xxxxxxxx submitted letter close account ally bank xxxxxxxx yet received check called understand status xxxx xxxx xxxx said mailed check would need reissue new check given amount xx<NUM><NUM><NUM><NUM><NUM><NUM> asked expedite whatever paperwork necessary xxxx xxxx still received paperwork called said done anything result original request would send paperwork via email since traveling access printer paperwork expired <NUM> hour access paperwork laborious best sent secured site xxxx xxxx called ally bank spend another <NUM><NUM> minute phone indicated would send paperwork would need notarized also indicated yet cancelled check question <NUM> immediately cancel check xxxx xxxx originally notifified check lost <NUM> send paperwork xxxx xxxx call <NUM> paperwork expire <NUM> hour consumer get access fund since traveling delayed yet another <NUM> week <NUM> paperwork notarized sent secured site xxxx xxxx check cashed understand level difficulty getting access fund <NUM> making process inordinately difficult order keep fund hope xxxx xxxx relentless enough spend hour phone find notary decode difficult confusing software access paperwork hope expedite check actually deliver time work financial service take cfpb seriously never made complaint situation aggregious consumer unfriendly thought important bring attention would appreciate help give expedite matter close importantly provide ally guidance treat consumer future,Texas,,
,1/6/2023,Debt collection,Loans,I_3714444,complaint filed stellar recovery regard reference account stellar recovery inc illegally reported listed xxxx major credit reporting agency xxxx please advised refusal pay written notice sent pursuant fair debt collection practice act xxusc xx<NUM><NUM>g sec <NUM><NUM><NUM> b claim disputed validation requested request verification proof mailing address request validation made pursuant named title section respectfully request office provide competent evidence please provide following money say owe explain show calculated say owe provide copy document show agreed pay say owe identify original creditor prove statute limitation expired account show licensed collect state provide license number registered agentat time also inform office reported invalidated information xxxx major credit bureau xxxx action might constitute fraud federal state law due fact negative mark found credit report company company represent hesitate bringing legal action stellar recovery inc following violation fair credit reporting act violation fair debt collection practice act defamation character,Colorado,802XX,Closed with explanation
,1/6/2023,Credit reporting,,I_3527265,concern citcards xxxx score information website website showing inaccurate xxxx score state two situation impacted score are late payment missed payment oldest account recent citibank receives information xxxx pulled recent credit file xxxx nt show late payment missed payment also oldest account xxxx year old called xxxx said ca nt dispute anything nothing dispute told call citibank citibank tell ca nt anything information xxxx need dispute them credit file nothing inaccurate dispute also bank provide similar service score totally different example xxxx score xxxx xxxx xxxx score xxxx citibank showing xxxx problem impacted apr credit card citibank <NUM> xx<NUM><NUM>,Maryland,210XX,Closed with explanation
CID13703838,1/6/2023,Bank account or service,,,naval federal credit union fail pay bill though bill pay service agreed resorting credit going bad told going depute reporting reporting company also send copy done done hurt credit refused help resolve issue made lied intentionally resent letter send bill company s nt pay instead need send company s self instead sending need fit mess told sent letter report company s not left account payment made instead bill became slate late fee charged claim due fraud activity account bill paid fraud activity bill paid not money left account go asked question date answer lied happen nothing fix lied cause want know money went correct credit get approve nothing refer late payment caused navy federal credit union,Virginia,234XX,Closed with explanation
,1/6/2023,Debt collection,Loans,I_3548489,indiana department revenue contacted recently claiming may owe back tax xxxx however resident another state year paid tax full time wrote back letter attesting fact state tax return attached although responded indicated deadline response mostly ignored instead received xxxx subsequent letter within month demanding payment part tax amnesty program xxxx xxxx otherwise warned would subject double penalty civil criminal liability subsequent call indiana dor letter acknowledged receipt original response however gone unread date thus failed affect collection effort recently learned xxxx letter like one received sent innocent people indiana s government contracted navient corporation agreed pay based much money bring xxxx,Indiana,479XX,Closed with explanation
CID37288879,1/6/2023,Debt collection,Loans,I_3548489,matter false claim violation committed everyone also involved matteras documented evidence prof happy sit discus agent like oig since fraud alleged lot retaliation occurred would best meet sit federal agent see self going date,Oregon,974XX,Closed with explanation
,1/6/2023,,Credit Reports,I_9082488,equifax refusing remove ch xxxx bankruptcy credit file filed back xxxx xxxx public record removed xxxx xxxx called last week told would remove would stay file xxxx xxxx,Texas,786XX,
CID93704288,1/7/2023,Debt collection,Loans,I_3548489,ve sent multiple letter agency account advised identitytheftgov ve completed sent fraud affidavit via certified mail see received nothing changed see supporting document even usps tracking victim identity theft noticed collection ncc business service ve attempted dispute multiple time however response end sure else do police department told contact federal trade commision wrote formal complaint ncc business service regard matter ftc also instructed complete id theft affidavit identity theftgov attached document thank,,775XX,Closed with explanation
CID53557864,1/7/2023,Debt collection,Loans,I_3548489,recently sent letter company asking stop contacting regard whatever keep calling idea pertains to,Texas,775XX,Closed with explanation
CID98579829,1/7/2023,Student loan,Loans,I_8147973,currently xxxx working xxxx ten year ago state california department rehabilitation entered agreement would retool working home process program ran limit federal education loan took private student loan sallie mae state promised find work upon completing program xxxx condition worsened state california released xxxx xxxx individual one program save money state time bad fiscal condition federal loan forgiven part deteriorating xxxx situation sallie mae would forgive loan based fact knew xxxx applied loan even though factor application explained health continued disintegrate refused accept despite letter medical provider loan continues grow fee saving mean repay xxxx settle them also xxxx loan credit report black mark definitely shirker responsibility educator university level repaid earlier xxxx loan however current income xx<NUM><NUM><NUM><NUM> month hardly covering living expense get opportunity try work economic downturn go bankrupt accumulated medical expense period could nt get insurance preexisting condition xxxx xxxx ca nt get kind credit line boost credit worthiness renting bankruptcy and significantly student loan nonrepayment sallie mae horrible welldocumented others similar position collection nothing levy unable work since xx<NUM><NUM> state california s rehab opportunity would find work materialize feel sallie mae violated right xxxx individual stopped communicating seems hopeless situation,,,Closed with explanation
CID70193843,1/7/2023,Credit card,Credit Cards,,macy s american express card limit decreased apparent reason card overpaid accidentally used bring balance back xxxx week later limit decreased <NUM><NUM><NUM><NUM><NUM><NUM><NUM> <NUM><NUM><NUM><NUM><NUM> negatively impact credit fico score xxxx range lates xxxx credit usage,,015XX,Closed with explanation
CID17745579,,Credit card,Credit Cards,I_2791039,charged xx<NUM><NUM><NUM> renewal credit card need use time cancelling card led believe point associated card would remain intact use purpose available airfare hotel etc however card cancelled found forfeited point value point cash basis would <NUM>xx<NUM><NUM><NUM> clearly known would exchanged xx<NUM><NUM><NUM> bank wanted charge chose pay telephone conversation customer service agent recorded time indicate going lose existing balance earned point card account,California,940XX,Closed with monetary relief
CID77827912,1/7/2023,Credit card,Credit Cards,I_5604143,wife used bank america boa credit card book hotel room xxxx half way return due bad weather snow returned hotel ok cancelling reservation understood hotel could anything since booked thru xxxx wife called xxxx explained situation told permission hotel said went circle xxxx time even called back party xxxx hotel line time xxxx still refused remove charge wanted charge u full filed complaint boa held charge investigation sent u letter saying resolved removed charge thought done saw charge appear several month later boa said accidently credited twice pulled statement got back say incorrect agreed said charge would removed got letter boa saying going proceed charge xxxx wife spent least <NUM> hour total phone party get resolved luck complete lack customer service party getting rid boa credit card xx year certainly never use xxxx again,Michigan,490XX,
CID15837293,1/7/2023,Bank account or service,Others,I_6079357,submitted complaint xxxxxxxx regarding delinquent u bank line credit cfpb rewarded desired solution supposed remove account credit report u bank mark account paid closed m currently finding still show credit report delinquent account affecting credit score able refinance student loan xxxx school it s severely affecting life account never delinquent declared favor back xxxxxxxx u bank never job m assuming pull complaint xxxxxxxx m sparing detail issue already file short hand version closed account xxxxxxxx failed close account made new rule charge account without minimum balance started charge every month without ever calling sending bill mail unaware accumulating charge account assumed closed never knew issue tried get mortgage loan lender found report wrong situation wrong negatively affecting credit again,Wisconsin,532XX,
CID81056929,1/7/2023,Student loan,Loans,I_8001028,federal student loan since started college xxxxxxxx loan subsidized others subsidized started going school xxxx degree xxxxxxxx since student loan went deferment without notifying me loan servicer fedloan servicing changed status deferment forbearance case interest accrued overtime added back student loan loan already burden frustrating federal loan servicing company try manipulate way repayment order make max amount profit still school half time nt understand every semester rereport status student loan went deferment forbearance xxxxxxxx date notified change noticed change yesterday xxxxxxxx online account fedloanorg hope something done matter issue keep occur again thank time,Maryland,210XX,Closed with explanation
CID42066324,,Debt collection,Loans,I_3714444,company called revsolve inc number xxxx harassing personal cell number call number secondly representative supervisor would acknowledge debt collector orexplain company give company namexxxx trying obtain debt spoke many time number removed call list person re asking for gave information number m aware law m pretty sure re trying collect debt notified that secondly m assuming s good practice debt collector call personal cell phone hope get resolved hope ftc government agency look bad practice thank,,,Closed with explanation
CID16207974,1/7/2023,,Loans,I_3548489,received letter holloway credit solution stating respond credit may impacted negatively involved account number collecting appreciate contacting threatening top it,Florida,327XX,Closed with explanation
CID25625817,,Bank account or service,Others,I_6079357,husband opened health saving account bank america benefit solution died xxxxxxxx substantial balance account i wife beneficiary knew irs rule provided named spouse beneficiary assumes account however called discus situation told account would closed fund sent me specifically said want account closed followed letter day reiterating wish account closed asking someone contact proper handling account heard nothing followed phone call told account closed check way me spoke several people told account closed however knew irs publication xxxx indicated upon death account holder account treated spouse s hsa major problem closing account around xxxxxxxx wish time value investment account plunged investment soon rebounded even gained value however missed earnings filed complained bbb bank restored opened account name cancelled payment check me however bank refused provide information value account date husband s death holding investment account death date sold investment law say assume account entitled information attempted get information bank refuse way know restored correct amount account bank later made cash deposit account apparently correcting error however information assess done effect bank erroneously made investment decision account sold investment xxxxxxxx prepare move account hsa administrator professional bank s website information treatment hsa account upon accountholder s death changed since husband s death say bank discretion treatment account upon death accountholders subject whim bank clerk believe bank callously violated right suffered financial loss result without required information difficult assess damage believe account simply changed name would several thousand dollar now make matter worse debacle occurred already struggling effect husband s death financial institution careful provide detailed information account option bank america ignored request information closed account without consideration effect would value believe mishandling health saving account,,028XX,
CID97233899,1/8/2023,Credit reporting,Credit Reports,I_2046437,sent letter xxxx credit bureau equifax chose respond violation federal law,North Carolina,287XX,Closed with explanation
